"name","name_jp","npatients","ncurrentpatients","nexits","ndeaths","nheavycurrentpatients","nunknowns","ninspections","ISO3155-2"
"Hokkaido","北海道",1339025,17360,717238,4553,3,599874,3964610,"JP-01"
"Aomori","青森県",279299,4154,151129,643,0,123373,415661,"JP-02"
"Iwate","岩手県",234495,3159,103563,616,0,127157,716344,"JP-03"
"Miyagi","宮城県",537090,21183,204624,955,2,310328,1310711,"JP-04"
"Akita","秋田県",200061,8358,89825,595,1,101283,81563,"JP-05"
"Yamagata","山形県",226738,6521,90443,360,0,129414,373691,"JP-06"
"Fukushima","福島県",404209,3568,180682,844,0,219115,1156057,"JP-07"
"Ibaraki","茨城県",636556,19588,301424,1291,3,314253,1985898,"JP-08"
"Tochigi","栃木県",422102,5268,215803,1068,0,199963,1278454,"JP-09"
"Gunma","群馬県",439869,7749,225131,1092,1,205897,1267817,"JP-10"
"Saitama","埼玉県",1796502,17434,1160893,3951,1,614224,5262375,"JP-11"
"Chiba","千葉県",1461460,15912,904076,3911,3,537561,3849699,"JP-12"
"Tokyo","東京都",4335707,47142,3093983,8051,1,1186531,12179571,"JP-13"
"Kanagawa","神奈川県",2214253,2540,1450734,4294,4,756685,7160287,"JP-14"
"Niigata","新潟県",456491,6353,223993,439,0,225706,1330637,"JP-15"
"Toyama","富山県",236564,3084,123822,313,0,109345,504378,"JP-16"
"Ishikawa","石川県",278270,3841,155716,508,0,118205,763788,"JP-17"
"Fukui","福井県",199730,1811,110918,196,0,86805,609074,"JP-18"
"Yamanashi","山梨県",190327,1149,93672,412,0,95094,822767,"JP-19"
"Nagano","長野県",458517,1518,456943,868,1,812,1493765,"JP-20"
"Gifu","岐阜県",541096,112,284881,1112,1,254991,1852294,"JP-21"
"Shizuoka","静岡県",865697,8097,478956,1395,0,377249,2559376,"JP-22"
"Aichi","愛知県",2106993,2557,2099584,4310,1,542,5835456,"JP-23"
"Mie","三重県",459866,10042,226621,1041,0,222162,1177987,"JP-24"
"Shiga","滋賀県",373271,5233,225722,674,0,141642,1383602,"JP-25"
"Kyoto","京都府",676508,12815,459222,1654,15,202817,1583788,"JP-26"
"Osaka","大阪府",2826021,14608,2032077,8467,6,770869,12909466,"JP-27"
"Hyogo","兵庫県",1465888,12814,986750,3859,2,462465,2465506,"JP-28"
"Nara","奈良県",345716,29826,195268,864,2,119758,1025328,"JP-29"
"Wakayama","和歌山県",238770,32,129448,521,1,108769,319456,"JP-30"
"Tottori","鳥取県",141947,9159,44778,262,0,87748,1158809,"JP-31"
"Shimane","島根県",168289,527,167404,299,1,59,544639,"JP-32"
"Okayama","岡山県",490558,593,488643,848,2,474,1247165,"JP-33"
"Hiroshima","広島県",800729,15819,409656,1359,1,373895,3352735,"JP-34"
"Yamaguchi","山口県",313929,2898,158495,748,0,151788,1217831,"JP-35"
"Tokushima","徳島県",166591,1311,90741,420,0,74119,463912,"JP-36"
"Kagawa","香川県",252341,2572,138120,618,1,111031,572010,"JP-37"
"Ehime","愛媛県",316158,3720,156705,693,2,155040,996883,"JP-38"
"Kochi","高知県",169184,4981,94023,596,0,69584,494109,"JP-39"
"Fukuoka","福岡県",1584384,26432,1029285,3182,3,525485,3918607,"JP-40"
"Saga","佐賀県",260802,12716,125171,492,0,122423,377021,"JP-41"
"Nagasaki","長崎県",336371,21281,177499,645,1,136946,1168952,"JP-42"
"Kumamoto","熊本県",534018,6773,320699,1303,2,205243,540288,"JP-43"
"Oita","大分県",303117,2094,172076,772,0,128175,1009928,"JP-44"
"Miyazaki","宮崎県",319910,3752,189320,776,0,126062,238860,"JP-45"
"Kagoshima","鹿児島県",441664,539,286186,884,1,154055,944117,"JP-46"
"Okinawa","沖縄県",577440,761,494076,1010,1,81593,1434470,"JP-47"